Topic,Count,Name,Representation,Representative_Docs
117,23,117_waste money_dont waste_wasted money_don bother,"['waste money', 'dont waste', 'wasted money', 'don bother', 'don waste', 'waste time', 'bother', 'waste', 'did', 'dont']","['Don’t waste your money', 'Don’t waste your money', 'Don’t waste your money, they don’t stay in.']"
118,22,118_nozzle broke_hair ended_worked unfortunately_ruined hair,"['nozzle broke', 'hair ended', 'worked unfortunately', 'ruined hair', 'hair advertised', 'longer worked', 'dry tangled', 'returned hair', 'dry stringy', 'hair']","['I wish I could give this zero stars! I put this on. Let it air dry for 45 minutes, rinsed and used the moisturizing packet. My hair was so dry and split ends galore! I do not recommend. My hair is highlighted and I straighten it so I figured a protein treatment couldn’t hurt. I was wrong. I had to chop off two inches of damage.', 'I returned the hair spray once I read the ingredients list and found Acetamide MEA. This chemical is used in many hair products and has been proven to produce tumors in animals that were exposed to this. I had returned the products months ago and gave my reasons for doing so with links to back up what I was saying. I did not get a reply stating that the Acetamide MEA would be removed. Do you really want to put this on your scalp and let the chemical into your body?<br /><br />[...]<br />[...]', ""I know many people have claimed that these pills worked for them, but unfortunately they did not work for me. I read many of the reviews and they suggested that they work after 2 months. I ordered a 2 month supply and really haven't noticed anything at all. I personally don't like the smell or taste of the pill and they are quite big. I take other vitamins and I feel that I don't need these to make my hair strong or anything. I tried it and I just don't like them. I'd rather save money and not have to deal with the taste and smell of these pills, and just get the nutrients I need from food intake and other supplements like MSM that Ice started taking. Maybe if I used them longer they might of worked, but personally they did NOTHING for my hair.""]"
119,22,119_works ok_daughter tried_bought headbands_everyday use,"['works ok', 'daughter tried', 'bought headbands', 'everyday use', 'makes hard', 'stretchy', 'bad thing', 'work said', 'reason bought', 'worse']","[""There's too much slack in these headbands to work.  When I loop a mask over the buttons, the buttons just slide forward and the mask does not stay in place.  Can't tell if they are just too large or if it is the material being too thin.  Excessive packaging with multiple layers of plastic bags inside of plastic bags."", 'The buttons are behind my ears and I’ve asked some of the girls at work and they said that I have to take the buttons off and move them up further so I can put my mask straps on to them love the colors. Also they are too large for me', 'I am on oxygen and I also wear a mask to prevent germs from entering my system. So I wanted a headband that have buttons on it. Because too many loops around my ears hurt. It would have been nice if it had buttons. No buttons to be found.']"
120,22,120_shop item_amazon disappointed_broke received_paid item,"['shop item', 'amazon disappointed', 'broke received', 'paid item', 'item missing', 'item great', 'buy quality', 'products make', 'cheap', 'dark colors']","[""[[ASIN:B000KE40ZW Wide Hematite Powerful Magnetic Bracelet for Arthritis Pain Releif or for Sports Related Therapy]]<br />Wore it a couple days and the elastic broke spreading black pearls everywhere.  Don't buy this item."", ""This was the worst product I have ever bought off amazon. The  Picture on Amazon, shows this beautiful necklace it looks like a green globe. Now don't get me wrong, I realize that it wasn't inexpensive necklace. You do get what you pay for. But I've purchased other inexpensive necklaces off of Amazon and I was never this disappointed. I pulled it out, and just  The stone alone, being flat instead of round, was quite shocking. I also purchased it because I thought that there was no tarnish ability to it. I thought That it was made out of beads and ropes but the back of the necklace is a cheaper gold flake and is Def tarnishable. I mean I guess that's what you expect for an inexpense necklace.  But I definitely do not recommend this product for anybody. Unless you're five. Then maybe you'll find it great"", 'When I got these I was super excited since all the necklaces were very cheap and cute, they were super cute and also super cheap .... witch was expected but right out of the package they reeked of chemicals so strong that even after washing and trying to use rubbing alcohol and wipes to remove was still there and would be able to be smelt if worn. The necklaces are practically unwearable because of the smell and judging by how pungent it is would most likely not be safe to be worn on skin for prolonged amounts of time. Also when I looked at one of the necklaces I saw some weird brown crust on one of the unopened necklaces witch isn’t really a good sign. I’d say that if you really want some cheap jewelry and you don’t mind the fact they smell like wd40 go for it cause it’s a pretty good deal but I’d recommend just saving the money and buy a more quality necklace at hot topic or your local goth/alternative shop...']"
121,21,121_haven used_durability_fell apart_durable,"['haven used', 'durability', 'fell apart', 'durable', 'used waste', 'used broken', 'cheap broke', 'came broken', 'money pretty', 'waste money']","[""It feels durable and sturdy, it's a little small, also has a warp to it even after trying to smooth out the bubbles"", 'Not durable. Broke the first time used. A waste of money.', 'Not durable, cheaply made']"
122,21,122_sorry product_taste awful_wax_taste terrible,"['sorry product', 'taste awful', 'wax', 'taste terrible', 'tastes awful', 'previous reviews', 'nasty taste', 'tastes terrible', 'tastes horrible', 'terrible']","[""Little to no flavor. Flavor level on a scale of 1-10 = 2. The toothpick itself is great and long lasting. Improve the flavor and I'll become a regular customer"", 'Sorry, this product tastes awful.  Giving it away to someone who will use it anyway.  I mistakenly believed that these would taste like the ones I gave to my patients to use.  I have used those other ones on myself.  I may try to see if placing them in a mouthwash solution before use helps improve their flavor.', ""Does not taste very good. Overwhelmingly sweet. Cloying.<br /><br />One note with the chili. Not spicy chili and no other flavor really rounds it out. Low on acid. One note.<br /><br />Tastes like :panda express' sugar sauce.<br /><br />And don't get me wrong I love sweet baby Ray's bbq sauces. They have some depth. I liked them so I tried this, and now you don't have to.""]"
123,21,123_rough hair_perfume barely_barely scent_better scent,"['rough hair', 'perfume barely', 'barely scent', 'better scent', 'cheap smell', 'best purchase', 'dandruff', 'smells good', 'products', 'oil perfume']","[""This is my third purchase of Bold Man Mad Man Beard Oil. I love the stuff. But this bottle had no scent. Just a mild, neutral oil, maybe a little rancid.<br /><br />I sent them an email and a message using their contact form with no response. I guess I'll be returning this bottle and looking for a new brand."", 'TERRIBLE EXPERIENCE....  So there is barely a scent.  Also I washed and rinsed product from my beard very well.  This soap actually caused the worst beard dandruff I have ever had.  I had to throw it away.  Went back to my VR beard wash and conditioner which keeps me from getting beard dandruff at all and my beard stays soft.', 'First off I love the oil made by this company, I think it is the best beard oil made, so I figured I would try the balm. To begin with the smell is great IN the tin, so my hopes were high. The problem is that this is the hardest balm ive worked with. It is literally a solid brick. Yet I trudged on, scraped some out and worked it into my palm (which took much more then it should have, and left my hands very greasey afterward) The smell was what I noticed second, it lost the nice minty smell from the tin and changed when heated up to almost a mildewey smell. Not pleasent. Will continue to buy the oils as I love them but I will pass on the balm for now.']"
124,21,124_clamp_item_jaw_item hard,"['clamp', 'item', 'jaw', 'item hard', 'irritated eyes', 'irritated', 'heavy', 'eyes', 'heavy difficult', 'drawer']","['Very difficult to use.', 'Difficult to use', 'difficult to use']"
125,21,125_silk_cover hair_hair ruined_hair specifically,"['silk', 'cover hair', 'hair ruined', 'hair specifically', 'like shampoo', 'cap hair', 'black dye', 'hair work', 'head hair', 'hair end']","[""I don't like this shower cap. It's made of stiff plastic and it's very noisy when shower water hits it."", ""The cap is SO cute, but it's small and the elastic isn't tight enough to keep water out. My head fits but just barely, and I don't consider myself to have a large head at all.  I also normally wear a scarf or 2 underneath any shower cap to keep my silk press/straight hair from being ruined. Unfortunately this cap is def too small for that. Without a scarf yes it fits, but it's tight (in a too small way) + the elastic isn't that tight. With those factors combined I felt like any sudden movement in the shower would cause the cap to rise in the back and that part of my hair would easily get wet, especially if I were to tilt my head down while shaving or something."", ""I bought this thinking (and hoping) it would be a good shower cap for my thick, shoulder length hair. No such luck. The shower cap is made well, the elastic part is nice and soft and it seems to be comfortable. It is terry cloth lined, which also seemed nice, but I think the liner may have played a part in the fact that it did not cover my hair. At the end of my shower, my hair was wet at the nape of my neck and along my forehead. I won't go as far as to say I hate it, but it DID NOT work for me. My hair is not that long, but I do have A LOT of hair. It may work for long hair of average thickness, but if you have even shoulder length hair that is thick, and would prefer it stay completely dry as you shower, don't buy this shower cap. Spend the extra money and get something that fits.""]"
126,21,126_hair waste_hair useless_dry hair_product good,"['hair waste', 'hair useless', 'dry hair', 'product good', 'hair lightweight', 'hair extremely', 'thinner hair', 'hair work', 'good product', 'heads']","['Definitely not for thick hair.. the airflow just isn’t  powerful enough and it takes me almost twice as long to dry my hair compared to my $10 conair.', 'Nope, not for short hair, and certainly not for thick hair. Waste of money. Flat iron easier and MUCH quicker... just like other reviewers tried to tell us :-)', 'Can’t put short hair in..']"
127,21,127_expensive_try_sucks honestly_sucks,"['expensive', 'try', 'sucks honestly', 'sucks', 'worth money', 'lasted', 'lasted days', 'worth purchase', 'honestly worth', 'price']","['Not worth the money', 'Not worth the money', 'Not worth the money']"
128,20,128_shave entire_adheres_mirror worked_don shave,"['shave entire', 'adheres', 'mirror worked', 'don shave', 'won stick', 'hair floor', 'defect', 'mirror does', 'shaving', 'design nice']","['Mirror is not fog free. No better than any other shower mirror on the market.', 'It is advertised as anti-fog however, it is definitely NOT anti-fog.  It will fog within the first few minutes...  after that it gets a weird bubbly in the glass (which is actually plastic)  Definitely not worth more than a dollar.  Pretty disappointing.  :(', ""Not even remotely anti-fog.  Foggiest shower mirror I've ever used.  It adheres to my shower wall just fine (like all Tooletries products have for me), and the size and design is nice.  But it's ridiculous how much and how quickly it fogs.  Right from day 1, out of the box.  Instructions say to avoid getting water on it, but it made no difference.  In fact, the only way to use it it is to spray it with the showerhead every 30 seconds or so.  If you breathe on it, it will instantly fog.  Not conducive to safe shaving.  I should have returned it within the 1 month window.  Not sure what I'll do with it now, probably throw it away.  After a month I even treated it with McNett anti-fog Op Drops, but it doesn't help.  I love the other Tooletries products, but this one is a big disappointment.""]"
129,20,129_doesn stick_does stick_sticks fingers_hair tape,"['doesn stick', 'does stick', 'sticks fingers', 'hair tape', 'tape slips', 'tape hair', 'stick ve', 'use tape', 'doesn work', 'does hold']","['Awful!!! Tape was horrible...they all fell out. I’ve used tape’in for over 3yrs and I’ve never had this happen.', 'Tape is weak', '[[VIDEOID:c36f4b342b1666cfe632040ed52c8e3d]] The first thing I noticed was that the tape ins were super thin the second thing was I paid 93 dollars for three packs of thin tape ins for only two of them to arrive smh I won’t be surprised ordering from this company again']"
130,20,130_pencils_product fails_horrible look_dried use,"['pencils', 'product fails', 'horrible look', 'dried use', 'completely dry', 'impossible use', 'esthetician', 'dry', 'dry use', 'bit disappointed']","['Its wasnt that easy to use or put on not much of the liner came out but it does look super cute', 'TERRIBLE<br />very faint, not a dark black liner like advertised<br />pale black, looks like it’s been worn for a day upon initial application<br />don’t waste the money<br />went ahead & purchased lady gaga’s brand for a few more bucks', 'The liner that came in my kit was dried out I had to use liner I had from another brand and it was smaller than I thought it was a messy mess']"
131,20,131_product worst_worked wonderfully_purchased totally_terrible did,"['product worst', 'worked wonderfully', 'purchased totally', 'terrible did', 'work look', 'work ink', 'good outcome', 'skin came', 'blotchy', 'product smooth']","['this idea is great. printable tattoo paper and the color looks great. you can also color in with sharpie and still looks awesome. HOWEVER! the adhesive in this particular product is thicker than normal. its like wearing a clear sticker. it wrinkles the skin and itches like crazy when you remove the tattoo. i would recommend this IDEA of tattoo paper but not this brand', 'Same as any other temporary tattoo stickers.', ""I have purchased other tattoo paper before and it worked wonderfully! I was even often asked if my temporary tattoos with real! So, I decided to try this Bundle Monster version because it was a much better deal and I could order more than one sheet at a time. I now know why this was such a good deal, it absolutely doesn't work!!! All of the ink would get stuck to the plastic covering and then you couldn't apply the tattoo with the paper at all. I even tried to just apply the plastic side, but this was also a disaster as it stuck to itself and stretched to the point that it looked like a blob, rather than a really cool tattoo. I followed the directions very closely and, as mentioned before, I've printed temporary tattoos no problem! That leads me to conclude that this product is just garbage. And, of course, because it is used, I cannot return it.""]"
132,20,132_brush use_doesn dry_self tanner_best,"['brush use', 'doesn dry', 'self tanner', 'best', 'dry hard', 'isn best', 'did use', 'completely dry', 'color good', 'won stick']","['Color is splotchy/thin with application lines even after 3 coats.  Chipped after only 3 hours of normal wear. Used with prep & active top coat. Waited to COMPLETELY dry between coats!', 'Colors are not opaque. It takes at least three coats for color but still not good coverage', 'I had to put three or more coats on the get the color and coverage that I wanted.']"
133,20,133_hated_hated hair_dislike_horrible tried,"['hated', 'hated hair', 'dislike', 'horrible tried', 'horrible hair', 'hate', 'terrible hair', 'hair horrible', 'tried make', 'hair awful']","['The worst hair ever purchased it suck & I hate', 'Worst hair ever!! It was heavy for no reason and way smaller then I thought. Kinda hard to install to, all the curly parts were nappy and brittle. All those packs didn’t even fill my head.', 'All around horrible. We tried everything to make it look halfway decent, nothing worked. My daughter was super excited to have long pretty hair, and this was an epic fail.']"
134,20,134_defective_cheap piece_paid cheap_worked fine,"['defective', 'cheap piece', 'paid cheap', 'worked fine', 'worked like', 'know cheap', 'worked 10', 'worked', 'does dry', 'dry uv']","['I bought these because I needed lights walking to my car. We are in direct sunlight and the lights are dim. They only get bright occasionally. I would not recommend these to anyone. There are much better lights on the market.', 'My other UV lamp stopped working and I was excited to get this one just to find that it is entirely defective. The timer on the outside works but the internal lights do not turn on no matter what I try. They are sending me another and I will return this one. Hope the next one is not as disappointing as this one.', 'My lamp is not working after the first use the timer starts but the lights won’t come on can someone help me fix this 😩']"
135,20,135_didn work_product does_tried_bother product,"['didn work', 'product does', 'tried', 'bother product', 'tried times', 'tried lashes', 'product feels', 'lashes product', 'doesn curl', 'lashes stick']","['Despite burning my eyelid, this product only created a curl in my lashes for about a minute. After taking about 5 minutes to get to the top hearing level, the curler held my lashes, but could not curl better than a normal, metal eyelashes curler', 'Does not work like an eyelash curler should', 'I bought this pretty much just for the eyelash curler, and considered the other stuff extra bonuses.  It was nicely packaged, and looked great. However, the eyelash curler felt like a cheap plastic toy, and broke after less than half a dozen uses.  The on/off switch stopped working, and a metal plate on the inside that works the switch just came off and fell right out, so I was not even able to repair it. While it was working, the eyelash curler was sub-par anyhow, and the one I had replaced this with (because I was not totally happy with it) worked way better than this one.  The curler was a disappointment all around, to say the least.<br /><br />  Though I will give this an extra star, just because I did really end up liking the other stuff in the kit, even though I did not purchase this for those items initially.  The mirror feels sturdy and quality, and the other tools have come in handy. I will now need to purchase another eyelash curler again though, so I would not have bought this kit if I knew how shoddy the curler actually was, even though the other stuff is nice.']"
136,20,136_easy hair_buy feel_grooming_ingrown hairs,"['easy hair', 'buy feel', 'grooming', 'ingrown hairs', 'usual brand', 'small wear', 'reviews tried', 'bought walmart', 'head purchased', 'quality terrible']","['I brought this set with the intentions of using it and after opening it and seeing not only the quality is terrible but the tweezers are just awful. I do not use not one of the tweezers that can in this set! again I would not recommend', 'The first set I bought was perfect, just like the picture! ""Clam case, wonderful tools etc... I dropped and bent my hook tweezers and bought a whole new set to replace my tweezers and they were lighter, felt cheaper, and the tweezers I was hoping to replace with the ones that came in this new set did not line up properly at all and the Case they come in now has a zipper? Nothing like the picture and the quality is not as good as the that set I bought. Very sad 😢', ""Package was open when I opened my Amazon box and the contents were all rattling around the box with everything else I bought; if I wanted not-new, open tools I use on my face I could've spent my money on those. However, I choose to purchase this set and was under the impression it was new and unopened. I have to spend time disinfecting them and getting cardboard/packaging microfibers out of the tools now so it doesn't end up in my pores instead of just swiping it with a Lysol wipe and being on my way to fast, easy hair removal; which is annoying and not convenient and costs me more time grooming (which essentially annoys me anyway but I don't like to resemble a Sasquatch so I spend the time and money on this crap begrudgingly anyways), so at least send me new, in-the-package tools because that's what I paid for. Tweezers are ok quality, could have bought at Walmart for a couple of bucks but you can't really own too many pairs of tweezers. Eyebrow shaper is alright, I will stick to my usual brand in the future and could have bought a pack of 3 of my preferred brand for a couple bucks, they were just on sale at Sally's BOGO. The threading tool is kind of nifty. I'm still learning how to use it properly so I'm going to chalk the hair patches on the test spot on my arm as user error. All in all I feel &#34;meh&#34; about this purchase and probably will not buy it again. I feel indifferent about recommending to my girlfriends and if they ask about the threading tool, I'd probably tell them about how it was sent open and just go to a local Sally's.""]"
137,19,137_half bottle_plastic cover_came expired_liquid,"['half bottle', 'plastic cover', 'came expired', 'liquid', 'didn dry', 'thought perfect', 'expensive hand', 'nasty taste', 'makes mess', 'bottle serum']","['Love this product, but the tubes came either expired (does it expire?) or maybe subjected to extreme temps? Either way, the cream is separated in the tubes into oil and water, making it completely un-spreadable. It just sticks to your fingers and makes a mess on baby’s tush. Doesn’t form a thin protective layer as usual. Will buy elsewhere where I can be assured the real deal is in the tubes.', 'Not sure how this cream is maximum moisture. I have used other BWC products and love them. The Renewal Cream w/CoQ10 and their Aloe toner are two of my favorites. I thought I might try this Maximum Moisture as a night cream but did not find it any more moisturizing than Renewal Cream w/CoQ10. Obviously, it may work well for others. I like the consistency and scent but it did not work for me.', 'I put cream in it and I was so excited to be able to apply cream to my back then boom I couldn’t get the plastic cover off !!! It’s stuck and it doesn’t t come off …<br />I’m waiting to get a bag large enough do it can be returned cream and all !!<br />Don’t purchase!!']"
138,19,138_straight package_happy product_makes hair_tangle easily,"['straight package', 'happy product', 'makes hair', 'tangle easily', 'package opened', 'hair giving', 'hair make', 'fragrance', 'awful hair', 'did hair']","['Straight out of package it had a disgusting smell, absolutely disgusting and discouraging to wear. It does knot and tangle very easily. Not happy with this product.', 'Hair has a strong disgusting odor reminds me of really really bad breath..tried airing doesn’t work.. don’t buy not a good quality', 'Smells terrible, like a cheap mens cologne. For a more ""natural"" product they really overlooked the synthetic fragrance. My scalp and roots don\'t feel very weightless but my ends are soft. But the feel doesn\'t matter very much when the smell of my own hair is giving me a headache.']"
139,19,139_sucks_sucks does_does_doesnt,"['sucks', 'sucks does', 'does', 'doesnt', 'did', 'doesn', 'didn work', 'simply', 'hoped', 'didn']","['Did not work at all.', 'Did not work at all', 'Did not work at all.']"
140,19,140_started peel_really bummed_bummed_wash,"['started peel', 'really bummed', 'bummed', 'wash', 'rubbing', 'incredibly', 'good', 'bummed wanted', 'looks good', 'hard cracked']","['Hard as a rock, going back', 'Hard as a rock.', ""Hard to get on by yourself because of the size.  It felt hard and cracked almost immediately.  Looks good from afar for sure.  But it didn't last at all.  I put it on yesterday morning and by midday, it was already rubbing away. And by the end of the night only trace black specks were left.  Really bummed... I wanted it to last longer so I could get a real feel for having a sleeve.""]"
141,19,141_hair tie_hair textures_look fine_bought headbands,"['hair tie', 'hair textures', 'look fine', 'bought headbands', 'clip hair', 'picture description', 'headband', 'good color', 'recommend cheap', 'wear recommend']","['bow very very large', 'The bows themselves are adorable! The bows arrived however in a sealed bag full of moisture and they smelled of mildew. I should have returned them however I washed, sanitized and dried them and fortunately they look fine. It is very concerning however that they arrived in such a state as the bows themselves are cute.', 'One of my bows fell off but these are okay']"
142,19,142_return hair_way tried_request refund_refund hair,"['return hair', 'way tried', 'request refund', 'refund hair', 'good texture', 'sick', 'fake', 'store don', 'hair weft', 'higher quality']","[""It was very thin but hair was good. My biggest problem was the parting. The way the hair is sewn in it it looks deliberate and very stiff. Your obligated to have a part because the hair falls that way. I tried to loosen it up by plucking it some but didnt help and I'm not a pro and took to much off one side. I wish they would just make it as a free part closure. I hate wigs and closures where that swoop is in the front and hard to lay flat. I would purchase hair again but not the closures"", 'Personally did not like it. I don’t know if it was because I have thick hair but it would not hold. the piece that I suppose to slide in between kept falling of right after I would do my hair. Tried smaller strands had no succes just holded a bit longer & by that I mean a few minutes without much movement. Really wanted to love this but was disappointed when I thought it would finally last and took it on the go & the piece fell and never found again to return.', 'I purchased this hair thinking I was purchasing quality hair I was sadly mistaken! When I took the hair out of the packaging it appeared to be very thin from the middle down. I didn’t let that count the hair out I still installed it. Once installed you could really see that the hair was thin and had a bunch of split ends. I had to put heat on the hair to control the split ends. I do not recommend this hair at all it is total waste of your money. I have definitely purchased way better hair than this for the same price!']"
143,19,143_try_hard use_false_trying,"['try', 'hard use', 'false', 'trying', 'use really', 'use', 'authentic', 'longer', 'length barely', 'use straight']","['It took longer then shipping date to come and not true to length', 'Definitely not true to length!!! Will be sending back immediately!!', 'The 16  is NOT TRUE TO LENGTH  AFTER WASH']"
144,18,144_product doesn_long product_doesn long_didnt long,"['product doesn', 'long product', 'doesn long', 'didnt long', 'did', 'lasted', 'product', 'longer did', 'doesn half', 'didnt']","['Doesn’t last as long as I wish it would', 'Didn’t last a day. Used it and it was fine the first 20 minutes. Now it goes slow.', ""Didn't last one day.""]"
145,18,145_product love_water product_worst shampoo_changed scent,"['product love', 'water product', 'worst shampoo', 'changed scent', 'bought shampoo', 'care scent', 'herbal essence', 'upset product', 'funky smell', 'years bottle']","['The design seemed to be nice but when you put the shampoo inside it’s difficult to line up to put the top on. Once I got the top on the shampoo didn’t come out easily it requires me to squeeze it extremely hard just for a small drop. I should have just bought some shampoo gloves because this was a waste!', 'I’m very upset about this product.  I’ve bought this before from a different store and the shampoo is EXCELLENT, the shampoo is thick and smooth and leaves your hair feeling amazing… however, the seal in this brand “new” bottle I received was open, and the shampoo was almost as thin as water.  Someone obviously dumped more than half of this shampoo in a different container, added water and returned it.  Please check your products before sending them to new clients.  I’m returning this one. I’m not paying so much for a water down product.', ""I agree with the previous reviewer, the same thing happened to me. I love Aveeno's products, especially their shampoo/conditioner, but the packing was TERRIBLE. I ordered the shampoo, along with a shower caddy, and for WHATEVER reason, the person who packed it decided it would be a good idea to throw both items in a box that was about four times too big, with NO padding whatsoever. You can only imagine the mess that I had whenever I opened the box. The pump is useless and about 1/10 of the bottle leaked all over the inside of the box. It wasn't worth the hassle of attempting to return it for a refund.""]"
146,18,146_hardly product_picture advertised_head_brushes set,"['hardly product', 'picture advertised', 'head', 'brushes set', 'recommend getting', 'brands problem', 'designs', 'worth crap', 'crap', 'printed']","['the konad plate that came with my stamper and scraper, sucked! the images doesnt even show up on your nail excepy partially. i think its a very old plate though. so im going to order the Bundle Monster set, i heard it works better, plus bigger images.', ""A couple plates came bent. Most of the images, I can't pick up with the stamper. Bad quality."", ""The clear stamper came just as described. I haven't actually used it on my nails yet but I have played around with it on some paper and it picks up the images perfectly. After reading some concerning reviews on other clear stampers I was hesitant to purchase this one. However, I have had no problems as of yet. The only flaw is that there are two little dent/scratches on the stamper head and I am afraid eventually it will lead to bigger dents/scratches. With it being so inexpensive I wouldn't mind purchasing another one for back-up, just in case. I do not use any scrapers that come with the stampers, as I use gift cards because they are much easier to use and swipe with.<br /><br />The stamper head is squishy but not marshmallow squishy. It is possible to squish on your nail without rolling, so long as you do not have extremely wide nail beds. It is a little hard to get used to being able to see through and it takes some practice getting it lined up exactly where you want, but it's easier once you do it a few times. As I stated earlier, the images are very crisp and clean when being picked up. Instead of squishing down like I did with my other stamper I instead try to roll/flick the stamper across. This is more for the fear of damaging the stamper, as I've read about others who did not have success with clear stampers.<br /><br />Make sure that when you use it you do not clean it with acetone/polish remover as it will eventually make the stamper head cloudy and no longer see through. Also, do not buff or anything before first use, I found that it picks up perfectly without having to do any of that.<br /><br />I highly recommend getting this stamper if you love to stamp but have problems with perfect placing, such as myself.<br /><br />*****UPDATE******<br /><br />I have no idea what happened but I've recently been trying to use this stamper and it will just not work. I've used so many different polishes, different brands and nothing! I had no problem at all and picked up images very well, however now it picks up less than half of the image which is extremely frustrating. I spent about 2 hours this morning doing all kinds of different things, using different polishes, using different techniques, different stamping plates and nothing is working! I've tried priming it like you would a non-clear stamper which includes wiping the head with acetone and buffing it with a file.""]"
147,18,147_awful product_reviews horrible_fake product_brand product,"['awful product', 'reviews horrible', 'fake product', 'brand product', 'look reviews', 'review product', 'reviews', 'real product', 'reviews purchasing', 'product brand']","['This is an awful product.  It does not work as demonstrated in the video at all.  I came back to look at the reviews and they are horrible.  But I am curious as to why 9 reviews are listed (that include 2,3,4 and 5 stars) but when you open the reviews to read them there are only 3 reviews and they are all only 1 star.', ""All the reviews listed were made in a 48-hour time frame, are 5-stars, and none of them are verified purchases! Looks sketchy.... I was interested in this product, but I'm not buying anytime soon!"", 'I was so excited to find this product and ready to purchase until I went through every 5 star review and found not even one reviewer was a verified purchase and they were all given the product!  How can you expect anyone to believe these reviews!']"
148,18,148_waste money_low quality_quality material_quality,"['waste money', 'low quality', 'quality material', 'quality', 'return', 'months return', 'material', 'money', 'poorly', 'dont waste']","['Fell apart too small', 'Fell apart', 'Fell apart']"
149,17,149_dont buy_don buy_bother buying_buying don,"['dont buy', 'don buy', 'bother buying', 'buying don', 'buying', 'buy worth', 'don bother', 'buy don', 'buy', 'don']","[""don't buy"", ""Don't buy…….."", ""Don't buy""]"
150,17,150_item worthless_item_face_didn come,"['item worthless', 'item', 'face', 'didn come', 'mess', 'hair face', 'face like', 'tiny hair', 'money', 'buy']","['Worthless', 'Worthless', 'Worthless & useless']"
151,16,151_didn hide_nope didn_work didn_didn work,"['didn hide', 'nope didn', 'work didn', 'didn work', 'didn', 'work did', 'did', 'work didnt', 'doesn work', 'did work']","[""Didn't work for me."", ""Didn't work for me"", 'Didn’t seem to work for me']"
152,16,152_quality worth_overall quality_product light_product expensive,"['quality worth', 'overall quality', 'product light', 'product expensive', 'light fragrance', 'eyeshadow', 'palette', 'color used', 'description picture', 'luminous']","['After reading all of the reviews of how ""great"" this product is, I bought it for the first time.  After one use, I had no idea why anyone would like this product as it is more expensive than some of the other primers and it did NOTHING!  This product does not even smoothen out pores and my pores barely show but it did nothing!  As far as the luminous shimmer that everyone liked, yes, when I put the product on my finger I could see it, but the shimmer was not there once I put it on.  There is zero reason that I found to like this product and as it settled into my fine lines, I liked it even less. Usually I am a positive person and find the benefit in everything, but not this time.  I will go back to my Smashbox Photo Finish as it at least covers pores, minimizes shine and does not settle into fine lines.', ""I opened the eyeshadow palette and the colors are stunning.  However they are all shimmer.  Once on the eye the shimmer fades but so does the color.  What is needed is a VERY good eye primer otherwise the color doesn't stay very long.  All 4 shades can be used as toppers for other shadows you may own."", ""I love and wear Clinique and know that it is quality makeup.  I specifically wanted a MATTEe eyeshadow.  I hate shimmer or frost shadow and never wear it.  I read the description over and over and stared at the photo.<br /> NOWHERE in the description (or in the picture for that matter) does it even hint that it is shimmer and not matte.  But when it was delivered and I looked at it, I knew instantly.  And of course, on the back of the package it says shimmer.  So I dropped over $30 on shimmer non-matte eyeshadow - exactly what I did not want.  So if seller wants to sell shimmer, you ought to say it's shimmer. Thoroughly disappointed.""]"
153,16,153_colors look_gorilla glue_peel_strips,"['colors look', 'gorilla glue', 'peel', 'strips', 'scrape', 'faded', 'super sticky', 'easy use', 'haven used', 'worked unfortunately']","[""I was upset because it just came with one strip for 5$ I thought it was more. I haven't even used these yet but it seems nice cause it comes with a file and a orange stick"", 'The strip didn’t work better off using a biore strip', ""These are super sticky, and darn near impossible to peel off without marring the edges of the Henna application.  I tried these 2 times once with a bunch of henna, and again with henna then using a business card to scrape off the excess.  Neither method worked unfortunately.  I now have left over stencils that I will never use.  I ended up having to go back over the edges to create a nice edge, even then I didn't like the result.""]"
154,16,154_use eyebrow_face waste_hair eyebrow_eyebrow,"['use eyebrow', 'face waste', 'hair eyebrow', 'eyebrow', 'dry apply', 'shave close', 'eye makeup', 'brow', 'eye brow', 'stay skin']","['This is the 2nd eye brow tattoo pen I’ve used. This one does not compare with the first one (different brand). It was great the first time I used it. The second time, it was not as pigmented. I had to go over my brows several times, and it started to flake. I’m not sure if it’s the applicator or the product. But the more I reapplied, the more it flaked. I’m super disappointed, and definitely not buying again.', ""This eyebrow pen is terrible. It is like drawing on your skin with a pencil, no matter how hard you push the ink just doesn't come out. Don't waste your time!"", 'I mean really irritating that eyebrow men is impossible to mark your eyebrow, but her you can draw a gorgeous eyebrow on your hand not an issue.  as soon as you start on your eyebrow, the pen stop as soon as it touches near hair.']"
155,16,155_purchase worst_buy looks_worst buy_hair,"['purchase worst', 'buy looks', 'worst buy', 'hair', 'worst', 'looks', 'buy won', 'looks like', 'bad', 'purchase']","['Nothing too great, but ok . Won’t buy again', 'Won’t buy again.... keeps slipping out of my hair....', 'Won’t buy this again']"
156,16,156_small dry_dry_small like_really small,"['small dry', 'dry', 'small like', 'really small', 'tiny size', 'half size', 'strong unpleasant', 'small cheap', 'tiny', 'small tiny']","['I should have read the description didn’t realize how small these were lol. Tried returning them but couldn’t :/', 'They are super small. The pictures make it look bigger then they are. They are about the size of a barbie shoe.', 'My wife got these things. She thought they would be smaller. They’re huge. She didn’t like them cause they’re so big.']"
